GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
TCHP	XKR4	0	Coding_Random	0.669529	0.449319	0	0	0.464	0.489	0	0.244	0.044	0.07229901	0.977592	0.977592	0	0	0.0010714399	0	0.1304	8e-06	1.3e-05	0.6151	0
ZNF729	SHCBP1	0	Coding_Random	0.2446718	0.058076426	0	0.214	0	0	0	0.29517475	0.10908478	0.139428	6e-06	6e-06	0	0	0	0	0.2	2.2e-05	2.9e-05	0.4265	0
CD163	CD6	0	Coding_Random	0.50234866	0.18951648	0	0.649	0.077	0.786	0.00037	0.424	0.004	0.064396	0.019442	0.010832	0	0.243	0	1	0.1667	0.000347	0.000594	0.5047	0.356
SEC14L5	ALK	0	Coding_Random	0.19862512	0.022478534	0	0.2843686	0.14546132	0.421736	0	0.328	0.056	0.126682	0.522363	0.522363	0	0	0	0	0.6471	1.1e-05	1.7e-05	0.412	0.007366244
B4GALNT1	FRMD4A	0	Coding_Random	0.357237	0.137692	0	0	0.1	0.323	0	0.401	0.201	0.111758	1.05606	0.943913	0	0	0	0	0.0435	1.6e-05	1.1e-05	0.4647	0
FNDC3A	MACF1	0	Coding_Random	0.32332492	0.07926443	1	1	0	0.634	0	0.774	0.006	0.091838	1.999884	0.000116	0	0	0	0	0.3889	0.000392	0.000209	0.2219	0
CCDC113	ZNF696	0	Coding_Random	0.22662069	0.056653637	0	0.214	0	0	0	0.165	0.073	0.14718953	0.00598	0.00598	0	0	0	0	0.1579	2.1e-05	1.3e-05	0.461	0
GCNT2	WASHC1	0	Coding_Random	0.39885467	0.16061063	0	0.128	0.318	0.604	0	0.5454005	0.26783973	0.09407781	0.65877426	0.44956377	0	0	0.00055121764	0	0.1154	0.001575025	0.002735004	0.5918	0
TMEM132C	ZNF71	0	Coding_Random	0.2741775	0.07081803	0	0.477	0.049	0.218	0	0.347	0.055	0.111466445	0.66708	0.667064	0	0	0	0	0.1579	3e-06	1e-06	0.3961	0
OR2B11	KRT6A	0	Coding_Random	0.35659704	0.120148316	1	0.143	0	0.529	0	0.452	0.084	0.054895	0.97028	0.927247	0	0	0	0	0	0.002244	0.003982	0.5271493	0
CD207	ARMT1	0	Coding_Random	0.3269586	0.1066053	0	0.525	0.144	0	0	0.48046064	0.2206552	0.10626226	0.5904625	0.40959305	0	0	0	0	0	0.000586	0.001038	0.511	0
HTRA4	AHCY	0	Coding_Random	0.63125	0.487481	0	0.339	0.243	0	0	0.856	0.786	0.086984	0.94407	0.94407	0	0	0	0	0.1429	0.006618	0.011741	0.495	0
PTPN18	MAZ	0	Coding_Random	0.322204	0.091172	0	0.478	0.328	0	0	0.361	0.233	0.054895	0.95397	0.953969	0	0	0	0	0.2353	0.000232	3.4e-05	0.1756	0
ARL6IP6	SERPINA3	0	Coding_Random	0.478863	0.288672	0	0.3016837	0.16693127	0.35792455	0	0.221	0.067	0.114446	0.170956	0.170956	0	0	0	0	0.0588	0.036532	0.064743	0.6467	0.08005145
RGL1	KRT25	0	Coding_Random	0.243483	0.039331	0	0.545	0.173	0.606	0	0.373	0.057	0.092962	0.987849	0.987845	0	0	0	0	0.0769	0.000425	0.000726	0.6137	0
NPHP3	UIMC1	0	Coding_Random	0.37493	0.017912	1	1	0.137	0.367	0	0.6042036	0.21235119	0.095715	0.032646	0.032646	0	0	0	0	0.4211	6.3e-05	8.9e-05	0.5006	0
PUS10	BSN	0	Coding_Random	0.323117	0.122729	0	0	0.06	0	0	0.511	0.029	0.09853	1	1	0	0	0	0	0.0476	1.4e-05	5e-06	0.5463	0
KLHL35	CTDSP1	0	Coding_Random	0.243726	0.013495	0	0.31674477	0.15604016	0.36750156	0	0.51907843	0.2595701	0.105568	0.902027	0.902027	0	0	0	0	0.0667	1.9e-05	2.5e-05	0.5476	0.030229257
DSG1	C12orf4	0	Coding_Random	0.3657813	0.124123834	0	0	0.487	0.784	0	0.42715728	0.13984124	0.087251	0.979202	0.979005	0	0	0.00019799783	0	0	0.000183	0.000293	0.52	0
APBB1	FANCL	0	Coding_Random	0.643295	0.075774	1	0.696	0.383	0.645	0	0.44	0.058	0.02923	0.986994	0.986994	0	0	0	0	0.1667	1.4e-05	1.9e-05	0.661	0.2
CDCP2	PEX26	0	Coding_Random	0.3269895	0.11834549	0	0.30648464	0.15459621	0.3680475	0	0.1	0.014	0.113766156	0.435973	0.435973	0	0	0	0	0	6e-06	8e-06	0.5151313	0.03118273
VANGL1	COL2A1	0	Coding_Random	1.053718	0.800151	1	0.815	0.341	0.235	0	1.084	0.836	0.064396	1.533615	0.466385	0	0	0	0	0	7.5e-05	6.2e-05	0.4824	0.235
DCAF10	ZDHHC17	0	Coding_Random	0.4564497	0.17152084	0	0	0.637	0.486	0	0.8061248	0.28497255	0.067772	1.965537	0.031252	0	0	0	0	0.2353	2e-05	2.2e-05	0.4413	0
BRD7	FAM189A1	0	Coding_Random	0.3342706	0.120242216	0	0.3211487	0.1646238	0.3621345	0	0.45047605	0.21800256	0.11062181	0.48218405	0.3574175	0	0	0	0	0	4.1e-05	7.2e-05	0.4855	0.059312697
NRSN2	CEP131	0	Coding_Random	0.3484318	0.12034886	0	0.477	0.154	0.45	0	0.5037939	0.22496594	0.09248942	0.56936306	0.37891734	0	0	0	0	0.1	4.8e-05	8.4e-05	0.4315	0
LRRC15	SELENOI	0	Coding_Random	0.30939063	0.10497471	0	0.129	0.1	0.131	0	0.44886437	0.21082957	0.11265141	0.49343982	0.3730706	0	0	0	0	0.1	0.0010998371	0.0019327461	0.5219	0
TECPR1	SCHIP1	0	Coding_Random	0.15988657	0.0064918245	1	0.775	0	0	0	0.40619358	0.19503121	0.255609	0.956603	0.956603	0	0	0	0	0.2273	1.2e-05	8e-06	0.48884887	0
USP43	HECW1	0	Coding_Random	0.267943	0.079775	0	0.14	0.202	0.383	0	0.332	0.206	0.039257	1.009534	0.990466	0	0.169	0	0	0.1579	3e-06	3e-06	0.4504	0
STRN	BDKRB1	0	Coding_Random	0.290477	0.080755	0	0.598	0.409	0.373	0	0.223	0.069	0.028855	1.039441	0.899232	0	0	0	0	0.2143	0.00024	0.000422	0.4974	0
ZNF836	PDAP1	0	Coding_Random	0.31757903	0.10375033	0	0.75	0	0.457	0	0.41967115	0.18155581	0.068477	0.005589	0.005589	0	0	0	0	0.2	0.002145	0.003801	0.5656	0
PGAP2	GUCY1A2	0	Coding_Random	0.165436	0.022075213	0	1	0.101	0	0	0.2570148	0.10369578	0.235489	0.529482	0.225033	0	0	0	0	0.1176	3e-06	3e-06	0.6202	0
PCSK1	PRAMEF13	0	Coding_Random	0.27336186	0.07811866	1	0.20377794	0.10998195	0.31401327	1.1679962e-06	0.42928165	0.19405603	0.13604	0.619062	0.439782	0	0.0013271819	0	0	0.095282376	0.0016501722	0.0028742156	0.49642235	0.016575966
MMRN1	CASP3	0	Coding_Random	1.1556	0.819202	1	0.372	0.206	0.305	0	1.048	0.818	0.050673	0.184808	0.184808	0	0	0	0	0.0455	0.002765	8.7e-05	0.5074	0
KLRC2	DENND4A	0	Coding_Random	0.228165	0.011769	0	0.25	0.165	0.356	0	0.858	0.368	0.100308	0.005633	0.002924	0	0	0	0	0.05	5.2e-05	9.1e-05	0.4118	0
ZFHX2	SEPTIN1	0	Coding_Random	0.31927577	0.100308746	0	0.207	0.09	0.503	0	0.47867233	0.21439755	0.10526789	0.5724476	0.39550444	0	0	0	0.00058539514	0.13890041	0.001142712	0.0019317168	0.4919	0
TNRC6A	ZNF146	0	Coding_Random	0.236588	0.008884	0	0.275	0.47	0.785	0	0.832	0.634	0.0827	1.811746	0.188254	0	0	0	0	0.5385	1.4e-05	7e-06	0.3263	0
MGAT1	TRPC7	0	Coding_Random	0.280352	0.007831	1	0.206	0.151	0.302	0	0.498	0.076	0.095059	0.693349	0.687377	0	0	0	0	0	6.6e-05	0.000116	0.5567	0
DHRS13	PALLD	0	Coding_Random	0.205069	0.018563	1	0	0	0.529	0	0.435	0.091	0.068477	3e-04	0.000168	0	0	0.00042924515	0	0.0556	0.000268	0.000388	0.6827	0
SRGN	N4BP3	0	Coding_Random	0.3303188	0.10501342	0	1	0	0.659	0	0.5244031	0.22296643	0.102753	0.41763	0.136096	0	0	0	0	0.1	0.001214	0.002098	0.6132	0
EPB41L3	RBMXL1	0	Coding_Random	0.44087026	0.1810368	0	0.367	0.107	0.28	0	0.619	0.285	0.049139	0.148875	0.090319	0	0	0	0	0.08	0.001246	0.001414	0.5408	0
PRIMPOL	PAPPA2	0	Coding_Random	0.29387534	0.08512478	0	0.366	0.284	0.202	0	0.35476694	0.13967748	0.099754654	0.00125	0.00125	0	0	0	0	0.15	2.3e-05	2.4e-05	0.3739	0
KMT2E	SULT2A1	0	Coding_Random	0.52073646	0.21465276	0	0.572	0.172	0.413	0	0.73216784	0.39491752	0.025297	1	1	0	0	0	0	0	0.000148	0.000211	0.5121	0.34
DAZAP1	CTXN1	0	Coding_Random	0.223974	0.001285	1	0.39337257	0.1888878	0.40732032	0	0.311	0.049	0.06631	1.104628	0.894514	0	0	0	0	0.0435	0.001959	0.003467	0.5277	0.04557384
CLDN22	ADNP2	0	Coding_Random	0.19082	0.020797	0	0.815	0.071	0.286	0	0.4535937	0.20199671	0.096752	0.347375	0.346501	0	0	0	0	0.13893366	7e-06	5e-06	0.4876963	0
MMP11	FBXL5	0	Coding_Random	0.480229	0.275044	1	0.186	0.179	0.29	0	0.299	0.047	0.054895	0.977646	0.977514	0	0	0	0	0.2353	8e-06	1.3e-05	0.5986	0
INTS11	PALM2AKAP2	0	Coding_Random	0.3158221	0.12307132	0	0	0	0	2.5871535e-07	0.38238487	0.19314486	0.11208721	0.40483782	0.3361901	0	0	0	0	0.09327289	0.0013534991	0.0023918045	0.5057111	0
TMEM231	KCNH6	0	Coding_Random	0.3100476	0.09855934	0	0.062	0.222	0.357	0	0.37435746	0.16442789	0.109202296	7.4e-05	7.4e-05	0	0	0	0	0.1333	0.0008428669	0.0014653817	0.5231	0
CACNA1E	NSRP1	0	Coding_Random	0.34181532	0.12360104	1	0.061	0.146	0.305	0	0.597365	0.29748526	0.09853	1.104802	0.895198	0	0	0	0	0.0417	8.4e-05	0.000144	0.5791	0
BPTF	CFAP206	0	Coding_Random	0.3560743	0.1365926	1	1	0.131	0.328	0	0.49768788	0.24785654	0.09790383	0.5821757	0.41558173	0	0	0	0	0.1818	5.3e-05	8.2e-05	0.5296	0
TDRD12	PUS1	0	Coding_Random	0.24617563	0.052449133	0	0.323	0.377	0.17	0	0.564	0.198	0.184455	0.5696423	0.35211626	0	0.167	0.052679833	0	0.2727	0.0016187392	0.0024682116	0.4735	0
IFT46	CCDC186	0	Coding_Random	0.2598018	0.07886286	0	0	0	0	0	0.35709065	0.19087437	0.14497526	0.33591646	0.327785	0	0	0.0002623022	0	0.3	4.1e-05	4e-06	0.628	0
TACSTD2	LRRC45	0	Coding_Random	0.3226626	0.10495551	0	0.26705715	0.13109986	0.3206247	0	0.442	0.118	0.119227	0.205251	0.205245	0	0	0	0	0.0667	0.000163	0.000282	0.4953	0.04775631
MAP2K2	AKNA	0	Coding_Random	0.594278	0.429475	0	0.15	0.297	0.705	0	0.964	0.852	0.054895	0.891787	0.834735	0	0	0	0	0.2143	0.000926	0.00161	0.3462	0.628
TRUB2	PECR	0	Coding_Random	0.147915	0.028183	0	0.521	0.147	1	0	0.171	0.031	0.096752	0.002282	0.00071	0	0	0	0	0.0769	7.5e-05	8.8e-05	0.4622	0
TBK1	PRMT6	0	Coding_Random	0.551884	0.148624	1	0.421	0.338	0.806	0	0.359	0.081	0.052784	1.019225	0.970969	0	0	0	0	0.5833	0.000327	0.000518	0.4575	1
CLEC4M	LSR	0	Coding_Random	0.5015707	0.21105747	1	0	0.173	0.462	0	0.612	0.372	0.060452	3.1e-05	3.1e-05	0	0	0	0	0.1429	0.000172	0.00025	0.5441	0.467
DYSF	TEX48	0	Coding_Random	0.3654696	0.12938492	0	0.34422043	0.16815057	0.40068445	0	0.5041663	0.22670552	0.0956632	0.55304605	0.3836771	0	0.0063869217	0	0.0026716802	0	0.0011796204	0.001938355	0.4738	0.068215236
GCFC2	FKBP9	0	Coding_Random	0.290723	0.08841606	0	0.355	0.151	0.704	0	0.3588506	0.15602337	0.123793	0.072366	0.072366	0	0	0	0	0.3636	0.000262	2.2e-05	0.4788	0
MIS18A	MUC20	0	Coding_Random	0.4037174	0.17232642	0	0	0.287	0.45	0	0.52362937	0.2681412	0.06064	0.587075	0.41820282	0	0	0	0	0.1176	1.5e-05	1.9e-05	0.5875	0
OR5AR1	KRT6C	0	Coding_Random	0.36277068	0.13679913	0	0.59	0.206	0.356	1.1695284e-06	0.40683234	0.17974319	0.068032	0.00018	0.00018	0	0	0	0	0	0.0012851058	0.0020473348	0.50617945	0
CASS4	ELFN1	0	Coding_Random	0.26489362	0.07292574	0	0	0.37	0.259	0	0.47122836	0.19292337	0.177459	0.995241	0.402891	0	0	0	0	0	0.000165	0.000273	0.5076	0
MEGF11	ZNF551	0	Coding_Random	0.20700467	0.042391494	0	0	0	0	0	0.342	0.242	0.174318	1e-06	1e-06	0	0	0	0	0.2143	1.4e-05	9e-06	0.4909	0
NOL4L	ZNF324	0	Coding_Random	0.3572007	0.12547623	0	0.37964654	0.17595483	0.43439093	0	0.5836676	0.25864643	0.08862969	0.6989447	0.430029	0	0	0	0	0.2857	2.2e-05	2.4e-05	0.4546	0.06470752
COX16	CDC42BPG	0	Coding_Random	0.3629918	0.14359629	0	0.534	0.214	0.318	0	0.36384106	0.18709384	0.10092538	0.03046	0.03046	0	0	0	0	0.0625	2.6e-05	7e-06	0.5356	0
AK9	MYH15	0	Coding_Random	0.31584013	0.11235306	0	0	0	0	0	0.36558723	0.15747896	0.087251	0	0	0	0	0	0.1111	0.1667	1e-05	1.1e-05	0.4821	0
PRDM15	DZANK1	0	Coding_Random	0.27295637	0.07230175	0	0.32017	0.14322706	0.3805034	0	0.5028014	0.24067907	0.133522	0.753745	0.753745	0	0	0	0	0.3529	2e-06	2e-06	0.4513	0.016380629
EPS8L2	ZNF414	0	Coding_Random	0.224096	0.045766	0	0.562	0	0	0	0.274	0.076	0.157712	0.004576	0.000922	0	0	0	0	0.25	0.000174	0.000247	0.3576	0
CNRIP1	NOTCH1	0	Coding_Random	1.028713	0.803455	1	0.468	0.575	0.51	0	1.443	0.471	0.054895	1.29956	0.70044	0	0	0.0035987955	0	0.1	0.0015323991	0.0023498544	0.5677	0
OR52M1	RHD	0	Coding_Random	0.23183969	0.06402886	0	0.061	0	0.611	0	0.379	0.251	0.167149	0.006065	0.006055	0	0	0	0	0	1.5e-05	2.6e-05	0.50742406	0
ADAMTSL4	BSDC1	0	Coding_Random	0.189133	0.008183	0	0.3040303	0.13305376	0.34622934	0	0.634	0.454	0.108816	0.482345	0.482345	0	0	0	0	0.1739	0.000161	1.9e-05	0.5458	0.028216615
ARHGAP24	RIPK4	0	Coding_Random	0.296789	0.048077	1	1	0.098	0.784	0	0.51	0.132	0.054895	0.005903	0.003489	0	0	0	0	0.1364	7e-06	7e-06	0.5075	0
MIA2	POFUT2	0	Coding_Random	0.253657	0.047794	1	0.141	0.354	0.731	0	0.293	0.021	0.1040465	0.01105	0.010632	0	0	0	0	0.11788363	5.7e-05	2.2e-05	0.5178	0
CHRNA7	MECOM	0	Coding_Random	0.47947854	0.1879101	2	0.346	0.287	0.249	0	0.61463267	0.28544852	0.054895	0.66913235	0.44364113	0	0	0	0	0.125	1.3e-05	2e-05	0.5209	0.323
WDTC1	PLG	0	Coding_Random	0.92292	0.624996	1	1	0.782	0.446	0	1.17	0.8	0.023929	1.001743	0.996873	0	0.53	0	0	0	0.025148	0.04395	0.5011	0
MRPL16	ZNF37A	0	Coding_Random	0.210002	0.018601	0	0.221	0.34	0.74	0	0.168	0.042	0.085855	0.005033	0.001184	0	0	0.0074427766	0	0.2143	0.000397	0.000704	0.5162	0
PARP3	BRIP1	0	Coding_Random	0.356574	0.185913	0	0.485	0.53	0.747	0	0.224	0.166	0.0929	0	0	0	0	0	0	0.125	4e-06	3e-06	0.5298	0.386
MUC6	MFNG	0	Coding_Random	0.282516	0.071583	0	0.14	0.478	0.177	0	0.549	0.267	0.061062	0	0	0	0	0	0	0.0714	2.1e-05	3.1e-05	0.445	0
ZNF221	KIAA0319L	0	Coding_Random	0.189681	0.036731	0	0.367	0	0.53	0	0.263	0.115	0.112464	0.188544	0.188544	0	0	0	0	0.3333	9.3e-05	0.000164	0.471	0
ABCB5	GIMAP4	0	Coding_Random	0.157736	0.028424	0	0.31021503	0.18877959	0.41775241	0	0.155	0.089	0.057007	7.7e-05	7.7e-05	0	0	0.00011684636	0.125	0.25	0.000173	0.000305	0.5163	0.0236439
RBP5	MARCOL	0	Coding_Random	0.35836577	0.12809177	0	0.33338737	0.17163302	0.38829514	2.971395e-07	0.5516038	0.26500624	0.09447875	0.65450966	0.4401618	0	0.004125984	0	0.002893466	0.11242403	0.0009400086	0.001562329	0.5494	0.06564791
ZNF320	CRB1	0	Coding_Random	0.293746	0.09683	1	1	0	0.305	0	0.374	0.166	0.14167	0.01845	0.01845	0	0	0	0	0.0833	0.0014937648	0.002352258	0.4082	0
ETV3	CD163L1	0	Coding_Random	0.317785	0.165491	0	0	0	0.186	0	0.173	0.077	0.12083012	0.7838	0.7838	0	0	0	0	0.2	2.3e-05	3.5e-05	0.4617	0
RBM48	NIN	0	Coding_Random	0.17596737	0.014442998	0	0.21964891	0.09118616	0.27528802	0	0.25071645	0.09780498	0.188861	6e-05	4.2e-05	0	0	0	0	0.2727	8e-06	8e-06	0.5105	0
GGT6	HEATR6	0	Coding_Random	0.32584706	0.11069174	0	0.23403707	0.14032125	0.3196314	0	0.355	0.181	0.110308595	2e-06	2e-06	0	0	0.0010090764	0	0.0455	3.6e-05	3e-05	0.6298	0.042864963
PPIAL4G	CCDC42	0	Coding_Random	0.34986463	0.13655928	0	0.815	0.123	0	0	0.42929047	0.26668853	0.099013	0.606769	0.606735	0	0	0	0	0	0.000373	0.00064	0.5299516	0
ODF3B	TRIM26	0	Coding_Random	0.3627486	0.12485081	0	0.45650432	0.19887288	0.46457368	0	0.6907941	0.3305335	0.08897502	0.838821	0.820486	0	0	0	0	0.4375	0.000144	0.000243	0.3188	0.07309524
ERG	PLEKHB2	0	Coding_Random	0.44348288	0.1616173	1	0.458	0.708	0.199	0	0.347	0.067	0.062624	0.968348	0.968341	0	0	0.006025063	0	0.0769	2.5e-05	1.7e-05	0.6612	0
PMS1	TGM2	0	Coding_Random	0.798393	0.614639	0	0.461	0.328	0.393	0	0.359	0.119	0.054895	0	0	0	0	0	0	0.2105	0.00185	0.003253	0.5869	0.502
PANX3	ARSI	0	Coding_Random	0.267504	0.048597	0	0.2293378	0.16554542	0.39080366	0	0.285	0.085	0.095715	0.001881	0.001881	0	0	0	0	0	1.5e-05	1.6e-05	0.5698	0.037577067
LRRFIP1	MIIP	0	Coding_Random	0.3534343	0.13159376	0	1	0	0	0	0.5068666	0.21554177	0.0929	0.365512	0.365512	0	0	0	0	0.15	0.000989	0.001741	0.5378	0.116
CLPTM1	CACNB2	0	Coding_Random	0.277968	0.033832	1	1	0.149	0.69	0	0.671	0.377	0.095107	0.982303	0.978663	0	0	0	0	0.1429	0.000168	0.000269	0.5691	0
RNFT1	PACRGL	0	Coding_Random	0.24236299	0.04826163	0	0.23611064	0.11937169	0.32875726	0	0.31972334	0.10376263	0.134276	0.011206	0.011206	0	0	0	0	0.25	2.6e-05	1e-05	0.3883	0.0237192
SON	THBD	0	Coding_Random	0.473607	0.271339	1	0.642	0.198	0.258	0	1.033	0.613	0.060358	1.0656023	0.6282363	0	0	0	0	0.3182	0.000468	0.000574	0.4633	0.657
OR11A1	ALS2	0	Coding_Random	0.3287916	0.11477444	0	0	0	0.39	0	0.333	0.055	0.12807868	0.044254	0.042715	0	0	0	0	0	5e-06	9e-06	0.5956	0
RAC3	TEX15	0	Coding_Random	0.263777	0.125117	0	0	0	0	0	0.98	0.876	0.052784	0.035442	0.035442	0	0	0	0	0.1	0.000684	0.001212	0.3842	0
SDR42E1	PTPN1	0	Coding_Random	0.498347	0.351027	0	0.199	0	0	0	0.5562401	0.3354261	0.099185	0.697645	0.697645	0	0	0	0	0.0476	0.001769	0.003139	0.5587	0
VPS37C	RNF139	0	Coding_Random	0.214876	0.014904	0	0.53	0.292	0.576	0	0.378	0.158	0.029166	0.258045	0.136298	0	0	0	0	0.1429	4.1e-05	5.8e-05	0.3948	0
KNOP1	SORBS1	0	Coding_Random	0.28133038	0.083066925	0	0.27693838	0.14160375	0.39892718	0	0.30110988	0.12742947	0.137745	3.2e-05	3.2e-05	0	0	0	0	0.1053	0.000264	0.00017	0.5592	0.020280398
ARID1A	SYT9	0	Coding_Random	0.271079	0.030565	1	0.476	0.215	0.393	0	0.824	0.238	0.064628	1.331364	0.668636	0	0	0	0	0.0417	0.000344	0.000604	0.5857	0
TET1	SSMEM1	0	Coding_Random	0.36353284	0.13884863	0	0.36472207	0.15783805	0.36605573	0	0.5785727	0.30649537	0.09888986	0.999563	0.999563	0	0	0	0	0	9e-06	4e-06	0.5008	0.052347805
NME3	EP300	0	Coding_Random	1.095082	0.72523	1	0.456	0.598	1	0	1.231	0.769	0.060174	1.000002	0.999998	0	0	0	0	0.3889	0.000469	0.000736	0.6249	0
PRKACB	ADAM17	0	Coding_Random	0.722871	0.039923	1	0.455	0.373	0.432	0	1.181	0.699	0.023929	1.609846	0.384889	0	0	0	0	0.08	0.000609	0.000977	0.6303	1
MAPK10	SEC24C	0	Coding_Random	0.719397	0.528809	1	0.499	0.108	0.609	0	1.18	0.648	0.050673	1.834142	0.165843	0	0	0	0	0.28	0.001045	0.001679	0.5385	0
ZNRF3	PARVA	0	Coding_Random	0.271191	0.070036	1	0.615	0.28	0.31	0	0.68719375	0.30592403	0.052784	1.339476	0.651948	0	0	0	0	0.25	0.000496	0.000875	0.327	0
KALRN	XYLT2	0	Coding_Random	0.4555287	0.17207643	1	0.158	0.114	0.39	0	0.855	0.399	0.054895	1.337131	0.662863	0	0	0	0	0.0588	5e-06	1e-06	0.5647	0.275
DMBT1	FCGR1B	0	Coding_Random	0.39975718	0.15163477	1	0.569	0.316	0.478	0	0.6106216	0.28806403	0.07992139	0.676509	0.676509	0	0	0	0	0.0625	0.000127	2e-04	0.5433	0.113
SAXO1	ZSWIM1	0	Coding_Random	0.32871428	0.10570912	0	0.34055325	0.15536773	0.37854525	0	0.5356385	0.24929537	0.098054916	0.637265	0.4174248	0	0	0	0	0.0833	2e-06	4e-06	0.4792	0.0571244
PIP4P2	DAAM2	0	Coding_Random	0.35118598	0.12482357	0	0	0.146	0.239	0	0.41075662	0.16931567	0.108642496	0.46215603	0.31437624	0	0	0	0	0.2	1e-04	0.000151	0.3012	0
PRRC2C	CHD5	0	Coding_Random	0.50466096	0.2015598	0	0.482	0.558	0.618	0	0.8776856	0.33860624	0.026921	2	0	0	0	0.0007122269	0	0	0.000374	0.000496	0.4739	0
ANGPTL6	DOCK10	0	Coding_Random	0.24670635	0.04661121	1	0	0	0.305	0	0.278	0.09	0.204713	0.029193	0.029193	0	0	0	0	0.2143	0.000158	0.000245	0.383	0.21
SMG1	SLC5A10	0	Coding_Random	0.31618398	0.09659112	1	0.054	0.274	0.304	0	0.5489485	0.2791306	0.128011	1	1	0	0	0	0	0.1333	5.4e-05	8.5e-05	0.4824	0
CASTOR3	DTNB	0	Coding_Random	0.2468972	0.06831807	0	0	0	0	0	0.3979099	0.16843657	0.12836137	0.5209329	0.33268192	0	0	0	0	0.17699051	2.4e-05	4.2e-05	0.2851	0
FRAT2	SEC31A	0	Coding_Random	0.273713	0.001933	0	0.643	0.209	0.605	0	0.962	0.306	0.052784	0.634547	0.627149	0	0	0	0	0	0.001476	0.002587	0.7181	0
TAP1	RNFT2	0	Coding_Random	0.2980675	0.086455956	0	0.31617263	0.14636742	0.34679624	0	0.198	0.088	0.094606	1.07736	0.50406	0	0	0	0	0	0.00064	0.001126	0.5266	0.05007518
USP17L2	LAIR1	0	Coding_Random	0.31082624	0.10716748	0	1	0.173	0.464	0	0.37435308	0.16194493	0.115421	0.013879	0.013838	0	0	0	0	0	1e-04	0.000161	0.5079802	0
MT1B	SIGLEC10	0	Coding_Random	0.251224	0.088721	0	0.336	0	0.425	0	0.126	0.016	0.11852011	0.248273	0.248265	0	0	0	0	0	2.3e-05	2.7e-05	0.5076683	0
CMA1	ADH7	0	Coding_Random	0.893111	0.359864	0	0.143	0.235	0.409	0	0.229	0.001	0.13468	0	0	0	0	0	0	0.0833	0.00012	0.000139	0.3788	0.517
NAT8	SORCS1	0	Coding_Random	0.34131747	0.091007	0	0.47	0.293	0.466	0	0.54	0.108	0.182431	1.045218	0.893914	0	0	0	0	0	3.4e-05	5.6e-05	0.5008	0.296
STAU2	BAZ2B	0	Coding_Random	0.210027	0.020191	0	0.4885822	0.22124964	0.45662278	8e-05	0.736	0.218	0.063143	1.950361	0.049482	0	0	0.007704445	0	0.0625	0.000107	0.000176	0.3001	0.09790894
RSPH3	C21orf62	0	Coding_Random	0.2587394	0.07191631	0	0.26313567	0.16391626	0.36249208	0	0.11	0.008	0.11637407	0.059024	0.056232	0	0	0	0	0.1579	1e-06	1e-06	0.467	0.025993343
RDH5	TPSG1	0	Coding_Random	0.532705	0.096559	0	0.164	0.408	0.179	0	0.582	0.2	0.07315674	7e-06	1e-06	0	0	0	0	0.3333	3e-05	5.2e-05	0.4587	0.107
COL1A1	TRIP11	0	Coding_Random	1.099652	0.882107	2	0.606	0.169	0.375	0	1.161	0.823	0.060452	1	1	0	0	0	0	0.4375	0.000661	0.000926	0.4468	0
ANGEL2	CAPN9	0	Coding_Random	0.28122014	0.07928172	0	0.138	0.203	0.67	0	0.138	0.018	0.157686	0.121064	0.121064	0	0	0	0	0	2.8e-05	3.7e-05	0.3605	0
NCAN	MSH4	0	Coding_Random	0.259391	0.070346	0	0	0.248	0.415	0	0.561	0.347	0.064863	0.154547	0.154547	0	0	0	0	0.1176	2.1e-05	3.7e-05	0.4604	0
PRICKLE2	AXIN2	0	Coding_Random	0.423866	0.154411	1	0	0.414	1	0	0.448	0.12	0.059118	1.106889	0.868785	0	0.22	0	0	0.4444	1.2e-05	5e-06	0.4254	0
SEC61A2	RLF	0	Coding_Random	0.269024	0.042738	0	0.345	0.145	0.704	0.00013	1.358	0.406	0.049186	1.950042	0.049958	0	0	0	0	0.1154	0.000187	0.000287	0.3602	0
COL2A1	PRPF4B	0	Coding_Random	1.060147	0.793721	1	0.495	0.068	0.278	0	1.838	0.082	0.068797	2	0	0	0	0	0	0.0556	0.000449	0.000602	0.4236	0
ZNF135	TEX30	0	Coding_Random	0.3514933	0.13062792	0	0.36849418	0.148114	0.36470875	0	0.4155778	0.18043779	0.068477	0.006295	0.006295	0	0	0	0	0.2143	1.2e-05	1.9e-05	0.5791	0.051950198
PC	DGKZ	0	Coding_Random	1.055724	0.579975	0	0.596	0.281	0.689	0	0.277	0.061	0.105568	1.714578	0.281707	0	0	0	0	0.3684	0.000533	0.000887	0.2972	0.071
OR2T2	TTC24	0	Coding_Random	0.31152222	0.10396871	0	0.21714464	0.16506231	0.38202244	0	0.288	0.064	0.095598	0.692693	0.692562	0	0	0	0	0	0	0	0.51426315	0.031818423
